num_bdi_actions,num_rl_actions,plan_found,variation,error,bdi_score,rl_score,final_score,complete,num_plans,plan_library_size,plans_pct,eps,drrn_model_file,nli_model
0,50,0,21,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,22,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,23,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,24,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,25,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,26,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,27,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,28,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,29,True,0,3,3,False,0,11,0,117,models/model_task1melt/model-steps8000-eps117.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,21,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,22,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,23,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,24,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,25,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,26,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,27,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,28,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,29,True,0,3,3,False,0,11,0,173,models/model_task1melt/model-steps16000-eps173.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,21,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,22,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,23,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,24,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,25,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,26,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,27,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,28,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,29,True,0,3,3,False,0,11,0,231,models/model_task1melt/model-steps24000-eps231.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
0,50,0,21,True,0,3,3,False,0,11,0,288,models/model_task1melt/model-steps32000-eps288.pt,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
